Radius	Area	AreaStd	ImageJ	ImageJStd	Crofton2	Crofton2Std	Crofton4	Crofton4Std
  1.000	  3.168	  0.684	  5.469	  0.440	  6.026	  0.582	  5.883	  0.630
  1.050	  3.481	  0.612	  5.738	  0.588	  6.332	  0.617	  6.205	  0.558
  1.100	  3.797	  0.480	  6.034	  0.786	  6.648	  0.780	  6.526	  0.512
  1.150	  4.144	  0.421	  6.366	  1.005	  6.965	  1.001	  6.850	  0.579
  1.200	  4.526	  0.618	  6.750	  1.139	  7.328	  1.158	  7.199	  0.747
  1.250	  4.917	  0.813	  7.045	  1.138	  7.600	  1.178	  7.523	  0.850
  1.300	  5.323	  0.921	  7.416	  1.142	  7.972	  1.221	  7.863	  0.890
  1.350	  5.686	  0.981	  7.716	  1.119	  8.266	  1.186	  8.151	  0.889
  1.400	  6.150	  0.953	  8.104	  1.037	  8.613	  1.077	  8.503	  0.819
  1.450	  6.612	  0.892	  8.458	  0.886	  8.927	  0.904	  8.835	  0.716
  1.500	  7.095	  0.780	  8.800	  0.640	  9.246	  0.603	  9.169	  0.561
  1.550	  7.520	  0.660	  9.140	  0.498	  9.561	  0.525	  9.463	  0.408
  1.600	  8.000	  0.550	  9.430	  0.551	  9.849	  0.698	  9.773	  0.332
  1.650	  8.581	  0.780	  9.808	  0.624	 10.215	  0.897	 10.138	  0.461
  1.700	  9.121	  0.954	 10.124	  0.633	 10.568	  0.996	 10.468	  0.542
  1.750	  9.616	  0.967	 10.413	  0.610	 10.817	  1.027	 10.756	  0.529
  1.800	 10.160	  0.930	 10.745	  0.608	 11.173	  1.028	 11.085	  0.513
  1.850	 10.779	  1.010	 11.060	  0.601	 11.490	  1.004	 11.423	  0.557
  1.900	 11.270	  1.097	 11.332	  0.550	 11.712	  0.906	 11.695	  0.570
  1.950	 11.985	  1.133	 11.682	  0.487	 12.136	  0.745	 12.059	  0.531
  2.000	 12.541	  1.037	 11.979	  0.352	 12.444	  0.421	 12.359	  0.428
  2.050	 13.243	  0.821	 12.323	  0.464	 12.774	  0.585	 12.714	  0.407
  2.100	 13.854	  0.701	 12.594	  0.539	 13.019	  0.824	 12.989	  0.420
  2.150	 14.517	  0.743	 12.942	  0.555	 13.375	  1.023	 13.324	  0.433
  2.200	 15.211	  0.863	 13.285	  0.649	 13.689	  1.135	 13.653	  0.521
  2.250	 15.887	  0.901	 13.593	  0.669	 13.999	  1.155	 13.951	  0.571
  2.300	 16.594	  1.100	 13.909	  0.652	 14.297	  1.196	 14.273	  0.598
  2.350	 17.406	  1.252	 14.270	  0.604	 14.711	  1.098	 14.629	  0.573
  2.400	 18.118	  1.332	 14.579	  0.563	 15.007	  0.978	 14.929	  0.540
  2.450	 18.898	  1.317	 14.884	  0.490	 15.306	  0.802	 15.232	  0.471
  2.500	 19.614	  0.959	 15.209	  0.275	 15.606	  0.441	 15.550	  0.246
  2.550	 20.388	  0.674	 15.546	  0.397	 15.966	  0.582	 15.880	  0.399
  2.600	 21.242	  0.786	 15.853	  0.534	 16.220	  0.779	 16.162	  0.538
  2.650	 22.074	  0.919	 16.192	  0.592	 16.507	  0.892	 16.503	  0.607
  2.700	 22.910	  0.996	 16.521	  0.608	 16.839	  1.018	 16.812	  0.604
  2.750	 23.765	  1.197	 16.846	  0.592	 17.183	  1.049	 17.125	  0.573
  2.800	 24.677	  1.280	 17.195	  0.522	 17.541	  1.013	 17.479	  0.490
  2.850	 25.616	  1.345	 17.556	  0.507	 17.891	  0.966	 17.806	  0.453
  2.900	 26.434	  1.304	 17.839	  0.499	 18.124	  0.895	 18.081	  0.480
  2.950	 27.345	  1.197	 18.161	  0.480	 18.460	  0.711	 18.393	  0.481
  3.000	 28.232	  1.132	 18.487	  0.439	 18.774	  0.336	 18.719	  0.445
  3.050	 29.187	  0.982	 18.812	  0.489	 19.058	  0.561	 19.020	  0.518
  3.100	 30.192	  1.056	 19.146	  0.556	 19.418	  0.842	 19.350	  0.583
  3.150	 31.186	  1.039	 19.485	  0.604	 19.710	  1.042	 19.663	  0.630
  3.200	 32.196	  0.935	 19.814	  0.573	 20.034	  1.106	 19.988	  0.577
  3.250	 33.188	  1.128	 20.158	  0.605	 20.408	  1.144	 20.323	  0.616
  3.300	 34.134	  1.389	 20.416	  0.661	 20.581	  1.163	 20.563	  0.663
  3.350	 35.257	  1.434	 20.799	  0.653	 20.965	  1.087	 20.928	  0.646
  3.400	 36.244	  1.583	 21.096	  0.644	 21.258	  0.998	 21.221	  0.632
  3.450	 37.425	  1.471	 21.461	  0.546	 21.597	  0.757	 21.571	  0.523
  3.500	 38.549	  1.313	 21.807	  0.395	 21.930	  0.320	 21.894	  0.346
  3.550	 39.600	  1.017	 22.110	  0.364	 22.239	  0.578	 22.192	  0.368
  3.600	 40.691	  0.838	 22.429	  0.434	 22.539	  0.797	 22.506	  0.477
  3.650	 41.860	  0.779	 22.768	  0.535	 22.868	  0.936	 22.819	  0.589
  3.700	 43.090	  1.176	 23.134	  0.643	 23.226	  1.073	 23.189	  0.716
  3.750	 44.136	  1.429	 23.412	  0.667	 23.494	  1.060	 23.448	  0.693
  3.800	 45.423	  1.505	 23.766	  0.629	 23.832	  1.052	 23.792	  0.663
  3.850	 46.557	  1.583	 24.067	  0.594	 24.105	  0.999	 24.077	  0.600
  3.900	 47.799	  1.544	 24.425	  0.485	 24.473	  0.860	 24.423	  0.450
  3.950	 49.072	  1.513	 24.738	  0.445	 24.778	  0.679	 24.724	  0.401
  4.000	 50.393	  1.266	 25.098	  0.393	 25.071	  0.304	 25.066	  0.354
  4.050	 51.521	  1.013	 25.387	  0.460	 25.368	  0.595	 25.341	  0.479
  4.100	 52.835	  1.075	 25.712	  0.560	 25.692	  0.885	 25.640	  0.598
  4.150	 54.129	  1.218	 26.048	  0.596	 26.036	  1.026	 25.992	  0.658
  4.200	 55.428	  1.412	 26.373	  0.624	 26.338	  1.128	 26.296	  0.688
  4.250	 56.795	  1.400	 26.733	  0.617	 26.661	  1.159	 26.627	  0.662
  4.300	 58.198	  1.361	 27.075	  0.628	 27.044	  1.102	 26.976	  0.674
  4.350	 59.486	  1.596	 27.374	  0.633	 27.316	  1.073	 27.275	  0.686
  4.400	 60.795	  1.777	 27.675	  0.611	 27.571	  0.958	 27.560	  0.641
  4.450	 62.209	  1.695	 28.020	  0.544	 27.918	  0.716	 27.874	  0.515
  4.500	 63.699	  1.508	 28.367	  0.442	 28.219	  0.289	 28.199	  0.371
  4.550	 65.092	  1.252	 28.659	  0.422	 28.504	  0.564	 28.500	  0.397
  4.600	 66.445	  1.034	 28.987	  0.434	 28.816	  0.807	 28.808	  0.428
  4.650	 67.928	  1.047	 29.322	  0.520	 29.151	  0.957	 29.126	  0.558
  4.700	 69.485	  1.250	 29.683	  0.608	 29.523	  1.048	 29.493	  0.654
  4.750	 70.881	  1.367	 29.966	  0.641	 29.784	  1.095	 29.746	  0.704
  4.800	 72.351	  1.669	 30.296	  0.653	 30.100	  1.077	 30.067	  0.703
  4.850	 73.979	  1.793	 30.671	  0.581	 30.483	  0.957	 30.428	  0.600
  4.900	 75.450	  1.935	 30.973	  0.575	 30.795	  0.871	 30.725	  0.569
  4.950	 76.952	  1.636	 31.301	  0.466	 31.039	  0.696	 31.022	  0.399
  5.000	 78.587	  1.277	 31.603	  0.355	 31.355	  0.304	 31.328	  0.280
  5.050	 80.082	  1.133	 31.921	  0.438	 31.655	  0.594	 31.630	  0.424
  5.100	 81.754	  1.143	 32.289	  0.550	 32.016	  0.884	 31.983	  0.574
  5.150	 83.274	  1.170	 32.591	  0.573	 32.305	  1.008	 32.275	  0.613
  5.200	 84.900	  1.430	 32.915	  0.609	 32.616	  1.116	 32.587	  0.645
  5.250	 86.564	  1.660	 33.262	  0.599	 32.933	  1.145	 32.919	  0.631
  5.300	 88.292	  1.801	 33.585	  0.594	 33.227	  1.150	 33.220	  0.592
  5.350	 89.982	  1.752	 33.917	  0.553	 33.595	  1.056	 33.553	  0.571
  5.400	 91.638	  1.736	 34.240	  0.556	 33.881	  0.929	 33.859	  0.577
  5.450	 93.303	  1.665	 34.595	  0.525	 34.229	  0.687	 34.201	  0.546
  5.500	 94.987	  1.712	 34.868	  0.491	 34.498	  0.316	 34.480	  0.464
  5.550	 96.782	  1.471	 35.211	  0.493	 34.814	  0.597	 34.788	  0.494
  5.600	 98.507	  1.271	 35.545	  0.525	 35.123	  0.832	 35.098	  0.519
  5.650	100.223	  1.200	 35.855	  0.463	 35.415	  0.979	 35.414	  0.467
  5.700	102.110	  1.261	 36.237	  0.527	 35.814	  1.068	 35.779	  0.547
  5.750	103.886	  1.549	 36.537	  0.549	 36.102	  1.069	 36.065	  0.583
  5.800	105.653	  1.756	 36.869	  0.558	 36.372	  1.072	 36.383	  0.607
  5.850	107.588	  1.938	 37.196	  0.591	 36.733	  0.997	 36.705	  0.623
  5.900	109.403	  2.049	 37.525	  0.554	 37.038	  0.900	 37.013	  0.579
  5.950	111.176	  2.033	 37.843	  0.489	 37.333	  0.718	 37.319	  0.491
  6.000	113.036	  1.726	 38.165	  0.344	 37.646	  0.285	 37.639	  0.236
  6.050	114.957	  1.152	 38.508	  0.423	 37.963	  0.624	 37.955	  0.379
  6.100	116.940	  0.979	 38.862	  0.517	 38.296	  0.869	 38.285	  0.533
  6.150	118.864	  1.255	 39.161	  0.589	 38.574	  1.012	 38.569	  0.642
  6.200	120.654	  1.588	 39.444	  0.604	 38.905	  1.131	 38.875	  0.641
  6.250	122.655	  1.795	 39.821	  0.609	 39.248	  1.172	 39.206	  0.652
  6.300	124.732	  1.893	 40.142	  0.561	 39.554	  1.091	 39.524	  0.599
  6.350	126.696	  1.970	 40.482	  0.520	 39.862	  1.034	 39.844	  0.534
  6.400	128.638	  2.007	 40.768	  0.489	 40.139	  0.934	 40.126	  0.476
  6.450	130.730	  1.861	 41.137	  0.458	 40.517	  0.702	 40.477	  0.439
  6.500	132.793	  1.618	 41.441	  0.417	 40.789	  0.289	 40.769	  0.376
  6.550	134.801	  1.383	 41.773	  0.519	 41.106	  0.614	 41.091	  0.520
  6.600	136.875	  1.498	 42.126	  0.570	 41.439	  0.872	 41.405	  0.590
  6.650	138.943	  1.604	 42.430	  0.568	 41.730	  0.984	 41.712	  0.586
  6.700	141.035	  1.566	 42.756	  0.552	 42.036	  1.059	 42.036	  0.574
  6.750	143.089	  1.661	 43.076	  0.546	 42.342	  1.105	 42.325	  0.578
  6.800	145.324	  1.727	 43.454	  0.575	 42.746	  1.063	 42.708	  0.609
  6.850	147.452	  2.043	 43.756	  0.564	 43.004	  1.002	 42.994	  0.604
  6.900	149.521	  2.246	 44.057	  0.543	 43.305	  0.902	 43.281	  0.590
  6.950	151.793	  2.116	 44.421	  0.466	 43.641	  0.674	 43.620	  0.483
  7.000	153.992	  1.850	 44.737	  0.370	 43.954	  0.209	 43.925	  0.349
  7.050	156.110	  1.601	 45.088	  0.462	 44.292	  0.660	 44.271	  0.409
  7.100	158.394	  1.279	 45.393	  0.541	 44.584	  0.884	 44.555	  0.500
  7.150	160.649	  1.204	 45.710	  0.625	 44.887	  1.011	 44.865	  0.601
  7.200	162.842	  1.427	 46.041	  0.683	 45.198	  1.112	 45.174	  0.690
  7.250	165.166	  1.826	 46.367	  0.686	 45.511	  1.116	 45.498	  0.706
  7.300	167.301	  1.963	 46.681	  0.650	 45.782	  1.096	 45.770	  0.676
  7.350	169.720	  2.393	 47.022	  0.618	 46.142	  1.036	 46.115	  0.638
  7.400	171.959	  2.292	 47.375	  0.546	 46.455	  0.933	 46.440	  0.526
  7.450	174.297	  2.005	 47.708	  0.430	 46.759	  0.727	 46.748	  0.392
  7.500	176.673	  1.700	 48.038	  0.373	 47.096	  0.209	 47.075	  0.326
  7.550	179.087	  1.507	 48.346	  0.512	 47.408	  0.613	 47.394	  0.494
  7.600	181.498	  1.404	 48.697	  0.577	 47.716	  0.836	 47.727	  0.582
  7.650	183.783	  1.455	 48.979	  0.639	 48.004	  0.997	 47.976	  0.666
  7.700	186.234	  1.827	 49.332	  0.648	 48.338	  1.086	 48.330	  0.670
  7.750	188.682	  2.029	 49.669	  0.603	 48.662	  1.080	 48.638	  0.637
  7.800	191.129	  2.024	 49.986	  0.575	 48.962	  1.058	 48.950	  0.584
  7.850	193.583	  2.103	 50.313	  0.585	 49.285	  1.027	 49.258	  0.605
  7.900	196.064	  2.128	 50.662	  0.588	 49.609	  0.885	 49.594	  0.603
  7.950	198.500	  2.160	 50.953	  0.529	 49.910	  0.687	 49.877	  0.555
  8.000	201.128	  2.148	 51.325	  0.405	 50.236	  0.215	 50.230	  0.407
  8.050	203.582	  1.809	 51.666	  0.501	 50.572	  0.672	 50.549	  0.497
  8.100	206.124	  1.466	 51.975	  0.529	 50.867	  0.911	 50.851	  0.524
  8.150	208.547	  1.418	 52.269	  0.507	 51.104	  0.975	 51.119	  0.507
  8.200	211.199	  1.613	 52.631	  0.614	 51.491	  1.100	 51.483	  0.628
  8.250	213.739	  1.869	 52.902	  0.676	 51.720	  1.149	 51.728	  0.711
  8.300	216.483	  2.054	 53.297	  0.625	 52.171	  1.095	 52.122	  0.680
  8.350	219.161	  2.396	 53.628	  0.622	 52.499	  1.049	 52.438	  0.688
  8.400	221.604	  2.515	 53.925	  0.561	 52.743	  0.940	 52.718	  0.624
  8.450	224.370	  2.427	 54.272	  0.441	 53.071	  0.710	 53.053	  0.476
  8.500	227.037	  1.851	 54.595	  0.228	 53.379	  0.220	 53.361	  0.171
  8.550	229.709	  1.277	 54.914	  0.436	 53.654	  0.580	 53.661	  0.369
  8.600	232.476	  1.279	 55.275	  0.571	 54.010	  0.862	 54.006	  0.523
  8.650	235.006	  1.624	 55.567	  0.624	 54.290	  0.979	 54.284	  0.588
  8.700	237.899	  1.983	 55.917	  0.665	 54.618	  1.078	 54.631	  0.636
  8.750	240.502	  2.062	 56.251	  0.645	 54.962	  1.080	 54.947	  0.630
  8.800	243.238	  2.348	 56.566	  0.595	 55.245	  1.065	 55.233	  0.592
  8.850	245.937	  2.271	 56.890	  0.524	 55.564	  1.021	 55.557	  0.512
  8.900	248.843	  2.247	 57.244	  0.520	 55.895	  0.871	 55.891	  0.517
  8.950	251.737	  2.192	 57.564	  0.517	 56.205	  0.672	 56.201	  0.491
  9.000	254.371	  1.990	 57.869	  0.409	 56.505	  0.259	 56.492	  0.383
  9.050	257.304	  1.699	 58.209	  0.523	 56.855	  0.657	 56.811	  0.500
  9.100	260.209	  1.795	 58.562	  0.562	 57.131	  0.877	 57.158	  0.536
  9.150	263.078	  1.931	 58.885	  0.598	 57.496	  1.020	 57.455	  0.568
  9.200	265.856	  1.633	 59.202	  0.561	 57.774	  1.095	 57.760	  0.526
  9.250	268.817	  1.853	 59.536	  0.620	 58.105	  1.141	 58.074	  0.594
  9.300	271.711	  2.258	 59.888	  0.664	 58.415	  1.123	 58.414	  0.643
  9.350	274.585	  2.466	 60.211	  0.639	 58.720	  1.028	 58.723	  0.625
  9.400	277.480	  2.526	 60.521	  0.598	 59.027	  0.908	 59.013	  0.597
  9.450	280.563	  2.467	 60.866	  0.485	 59.371	  0.702	 59.347	  0.481
  9.500	283.597	  2.144	 61.188	  0.294	 59.660	  0.226	 59.653	  0.293
  9.550	286.628	  1.715	 61.493	  0.333	 59.934	  0.582	 59.942	  0.308
  9.600	289.537	  1.480	 61.832	  0.541	 60.276	  0.894	 60.269	  0.514
  9.650	292.552	  1.347	 62.174	  0.611	 60.589	  1.010	 60.587	  0.592
  9.700	295.558	  1.705	 62.501	  0.666	 60.915	  1.079	 60.905	  0.643
  9.750	298.617	  2.182	 62.845	  0.668	 61.283	  1.124	 61.231	  0.651
  9.800	301.759	  2.551	 63.190	  0.634	 61.572	  1.081	 61.557	  0.628
  9.850	304.752	  2.596	 63.493	  0.578	 61.855	  1.020	 61.845	  0.577
  9.900	307.820	  2.448	 63.821	  0.446	 62.153	  0.885	 62.156	  0.439
  9.950	310.943	  2.290	 64.136	  0.436	 62.477	  0.690	 62.457	  0.426
 10.000	314.241	  2.030	 64.471	  0.393	 62.797	  0.231	 62.777	  0.366
 10.050	317.266	  1.721	 64.809	  0.505	 63.124	  0.631	 63.095	  0.472
 10.100	320.531	  1.657	 65.192	  0.669	 63.485	  0.918	 63.464	  0.636
 10.150	323.686	  1.822	 65.509	  0.699	 63.784	  1.060	 63.763	  0.667
 10.200	326.868	  2.077	 65.845	  0.653	 64.148	  1.079	 64.081	  0.626
 10.250	329.967	  2.317	 66.132	  0.615	 64.365	  1.141	 64.352	  0.588
 10.300	333.181	  2.201	 66.444	  0.632	 64.651	  1.101	 64.652	  0.601
 10.350	336.507	  2.314	 66.826	  0.635	 64.996	  1.020	 65.016	  0.607
 10.400	339.892	  2.589	 67.154	  0.620	 65.333	  0.908	 65.328	  0.593
 10.450	343.106	  2.672	 67.454	  0.540	 65.640	  0.694	 65.611	  0.520
 10.500	346.449	  2.275	 67.803	  0.394	 65.964	  0.121	 65.945	  0.373
 10.550	349.667	  1.891	 68.142	  0.472	 66.269	  0.642	 66.266	  0.449
 10.600	352.979	  1.591	 68.449	  0.490	 66.564	  0.856	 66.558	  0.466
 10.650	356.257	  1.607	 68.780	  0.616	 66.877	  1.007	 66.872	  0.583
 10.700	359.723	  1.877	 69.142	  0.680	 67.227	  1.070	 67.214	  0.643
 10.750	363.093	  2.135	 69.461	  0.730	 67.562	  1.076	 67.518	  0.692
 10.800	366.498	  2.425	 69.795	  0.718	 67.851	  1.058	 67.832	  0.683
 10.850	369.793	  2.717	 70.104	  0.659	 68.157	  1.011	 68.128	  0.626
 10.900	373.335	  2.903	 70.468	  0.569	 68.468	  0.895	 68.474	  0.539
 10.950	376.735	  2.668	 70.765	  0.403	 68.758	  0.688	 68.755	  0.383
 11.000	380.165	  1.968	 71.101	  0.245	 69.091	  0.191	 69.074	  0.231
 11.050	383.592	  1.608	 71.421	  0.484	 69.388	  0.636	 69.377	  0.459
 11.100	387.109	  1.563	 71.757	  0.614	 69.695	  0.862	 69.696	  0.582
 11.150	390.507	  1.896	 72.117	  0.689	 70.073	  1.075	 70.037	  0.653
 11.200	394.062	  2.233	 72.421	  0.723	 70.337	  1.101	 70.326	  0.685
 11.250	397.610	  2.350	 72.775	  0.700	 70.689	  1.131	 70.661	  0.664
 11.300	401.082	  2.702	 73.069	  0.654	 70.931	  1.109	 70.940	  0.620
 11.350	404.721	  2.525	 73.445	  0.600	 71.325	  0.998	 71.297	  0.569
 11.400	408.378	  2.487	 73.770	  0.606	 71.627	  0.892	 71.605	  0.574
 11.450	411.896	  2.479	 74.084	  0.545	 71.903	  0.710	 71.902	  0.517
 11.500	415.464	  2.390	 74.424	  0.420	 72.225	  0.231	 72.224	  0.398
 11.550	419.156	  2.060	 74.749	  0.500	 72.524	  0.607	 72.533	  0.474
 11.600	422.705	  1.959	 75.075	  0.549	 72.843	  0.846	 72.842	  0.521
 11.650	426.324	  1.908	 75.425	  0.570	 73.209	  1.007	 73.174	  0.540
 11.700	430.018	  1.728	 75.748	  0.600	 73.502	  1.061	 73.480	  0.569
 11.750	433.729	  2.195	 76.082	  0.685	 73.829	  1.128	 73.796	  0.649
 11.800	437.404	  2.589	 76.418	  0.697	 74.101	  1.059	 74.115	  0.661
 11.850	441.291	  2.735	 76.786	  0.659	 74.468	  0.986	 74.464	  0.625
 11.900	444.896	  2.830	 77.095	  0.617	 74.787	  0.875	 74.757	  0.585
 11.950	448.668	  2.875	 77.396	  0.518	 75.059	  0.687	 75.042	  0.492
 12.000	452.315	  2.626	 77.734	  0.244	 75.381	  0.164	 75.363	  0.231
 12.050	456.287	  1.755	 78.057	  0.359	 75.646	  0.599	 75.669	  0.340
 12.100	459.956	  1.303	 78.420	  0.587	 76.044	  0.922	 76.013	  0.556
 12.150	463.727	  1.696	 78.705	  0.635	 76.323	  1.001	 76.283	  0.602
 12.200	467.698	  2.155	 79.082	  0.706	 76.636	  1.112	 76.641	  0.669
 12.250	471.454	  2.646	 79.388	  0.699	 76.942	  1.121	 76.931	  0.663
 12.300	475.414	  2.828	 79.746	  0.676	 77.261	  1.124	 77.270	  0.641
 12.350	479.143	  2.821	 80.035	  0.579	 77.520	  1.049	 77.544	  0.549
 12.400	483.157	  2.774	 80.389	  0.509	 77.888	  0.890	 77.880	  0.483
 12.450	487.130	  2.658	 80.745	  0.479	 78.251	  0.652	 78.217	  0.454
 12.500	490.925	  2.279	 81.054	  0.419	 78.508	  0.220	 78.510	  0.397
 12.550	494.842	  1.815	 81.370	  0.530	 78.823	  0.640	 78.810	  0.502
 12.600	498.834	  2.074	 81.773	  0.618	 79.226	  0.883	 79.192	  0.586
 12.650	502.764	  2.127	 82.039	  0.629	 79.432	  0.976	 79.444	  0.596
 12.700	506.762	  2.429	 82.373	  0.593	 79.784	  1.062	 79.761	  0.562
 12.750	510.722	  2.191	 82.721	  0.575	 80.120	  1.093	 80.091	  0.545
 12.800	514.684	  2.325	 83.043	  0.623	 80.401	  1.090	 80.396	  0.591
 12.850	518.835	  2.612	 83.403	  0.650	 80.773	  1.021	 80.737	  0.616
 12.900	522.826	  2.970	 83.687	  0.640	 81.030	  0.896	 81.007	  0.607
 12.950	526.849	  2.926	 84.063	  0.513	 81.369	  0.666	 81.362	  0.487
 13.000	530.807	  2.422	 84.368	  0.376	 81.663	  0.171	 81.652	  0.357
 13.050	535.005	  2.048	 84.680	  0.416	 81.956	  0.625	 81.948	  0.395
 13.100	539.117	  1.860	 85.032	  0.500	 82.288	  0.901	 82.282	  0.474
 13.150	543.277	  1.857	 85.371	  0.616	 82.619	  1.041	 82.603	  0.584
 13.200	547.386	  1.971	 85.674	  0.692	 82.903	  1.114	 82.891	  0.656
 13.250	551.576	  2.372	 86.034	  0.714	 83.269	  1.149	 83.231	  0.677
 13.300	555.803	  2.825	 86.380	  0.686	 83.559	  1.092	 83.559	  0.651
 13.350	559.996	  3.074	 86.718	  0.624	 83.906	  1.010	 83.880	  0.592
 13.400	564.243	  3.171	 87.048	  0.511	 84.217	  0.874	 84.193	  0.485
 13.450	568.330	  2.762	 87.361	  0.372	 84.506	  0.684	 84.489	  0.353
 13.500	572.610	  2.120	 87.678	  0.304	 84.804	  0.185	 84.791	  0.288
 13.550	576.820	  1.990	 88.011	  0.494	 85.118	  0.630	 85.105	  0.468
 13.600	581.016	  1.859	 88.325	  0.579	 85.401	  0.844	 85.403	  0.549
 13.650	585.306	  1.969	 88.671	  0.676	 85.761	  1.014	 85.731	  0.641
 13.700	589.667	  2.400	 89.026	  0.682	 86.081	  1.074	 86.068	  0.646
 13.750	593.824	  2.601	 89.323	  0.639	 86.339	  1.095	 86.349	  0.606
 13.800	598.218	  2.792	 89.654	  0.588	 86.666	  1.108	 86.664	  0.558
 13.850	602.769	  2.828	 90.032	  0.607	 87.049	  1.005	 87.022	  0.575
 13.900	606.979	  2.870	 90.336	  0.599	 87.303	  0.905	 87.310	  0.568
 13.950	611.431	  2.795	 90.675	  0.542	 87.641	  0.684	 87.631	  0.514
 14.000	615.623	  2.697	 90.993	  0.418	 87.950	  0.148	 87.933	  0.396
 14.050	620.093	  2.474	 91.307	  0.491	 88.233	  0.648	 88.231	  0.466
 14.100	624.705	  2.015	 91.691	  0.564	 88.623	  0.902	 88.594	  0.535
 14.150	629.102	  1.878	 92.009	  0.553	 88.923	  1.014	 88.896	  0.524
 14.200	633.403	  2.043	 92.296	  0.645	 89.143	  1.061	 89.168	  0.611
 14.250	637.980	  2.450	 92.648	  0.701	 89.513	  1.107	 89.502	  0.664
 14.300	642.386	  2.772	 92.970	  0.726	 89.810	  1.094	 89.807	  0.688
 14.350	646.932	  3.018	 93.330	  0.674	 90.112	  1.055	 90.148	  0.639
 14.400	651.521	  3.237	 93.664	  0.593	 90.467	  0.913	 90.465	  0.563
 14.450	656.137	  3.159	 94.004	  0.457	 90.797	  0.667	 90.787	  0.433
 14.500	660.660	  2.756	 94.312	  0.099	 91.090	  0.156	 91.080	  0.094
 14.550	664.998	  1.851	 94.662	  0.461	 91.420	  0.659	 91.411	  0.437
 14.600	669.711	  1.463	 94.985	  0.603	 91.695	  0.867	 91.717	  0.572
 14.650	674.271	  2.128	 95.314	  0.701	 92.049	  0.984	 92.029	  0.665
 14.700	679.027	  2.445	 95.648	  0.707	 92.317	  1.060	 92.346	  0.671
 14.750	683.508	  2.764	 95.978	  0.702	 92.675	  1.101	 92.659	  0.665
 14.800	688.030	  2.946	 96.293	  0.660	 92.966	  1.091	 92.958	  0.625
 14.850	692.699	  3.055	 96.613	  0.585	 93.257	  1.034	 93.261	  0.555
 14.900	697.443	  2.968	 96.950	  0.568	 93.579	  0.898	 93.581	  0.538
 14.950	702.127	  2.927	 97.297	  0.526	 93.907	  0.692	 93.909	  0.499
 15.000	706.891	  2.591	 97.616	  0.446	 94.213	  0.231	 94.212	  0.423
 15.050	711.634	  2.126	 97.984	  0.565	 94.573	  0.678	 94.561	  0.535
 15.100	716.423	  2.275	 98.307	  0.585	 94.853	  0.862	 94.867	  0.554
 15.150	721.065	  2.396	 98.606	  0.601	 95.160	  1.001	 95.150	  0.570
 15.200	725.784	  2.303	 98.962	  0.599	 95.498	  1.109	 95.488	  0.568
 15.250	730.585	  2.286	 99.255	  0.652	 95.759	  1.119	 95.766	  0.618
 15.300	735.388	  2.670	 99.615	  0.688	 96.087	  1.082	 96.107	  0.652
 15.350	740.156	  3.036	 99.955	  0.693	 96.419	  1.035	 96.429	  0.657
 15.400	745.102	  3.137	100.294	  0.628	 96.766	  0.894	 96.751	  0.595
 15.450	749.924	  3.052	100.613	  0.529	 97.061	  0.666	 97.053	  0.502
 15.500	754.739	  2.756	100.942	  0.319	 97.378	  0.131	 97.365	  0.303
 15.550	759.768	  2.176	101.266	  0.346	 97.663	  0.620	 97.673	  0.328
 15.600	764.683	  1.966	101.613	  0.514	 98.002	  0.864	 98.002	  0.487
 15.650	769.377	  1.740	101.911	  0.594	 98.297	  0.969	 98.284	  0.563
 15.700	774.320	  1.976	102.259	  0.675	 98.588	  1.092	 98.613	  0.640
 15.750	779.322	  2.774	102.612	  0.679	 98.915	  1.107	 98.948	  0.644
 15.800	784.255	  3.208	102.923	  0.688	 99.263	  1.089	 99.244	  0.652
 15.850	789.259	  3.381	103.267	  0.622	 99.585	  1.020	 99.569	  0.590
 15.900	794.005	  3.317	103.564	  0.501	 99.835	  0.898	 99.851	  0.475
 15.950	799.091	  2.857	103.917	  0.435	100.185	  0.688	100.186	  0.412
 16.000	804.452	  2.437	104.249	  0.354	100.518	  0.140	100.500	  0.335
 16.050	809.281	  2.290	104.562	  0.510	100.820	  0.629	100.797	  0.484
 16.100	814.377	  2.057	104.918	  0.623	101.120	  0.861	101.135	  0.591
 16.150	819.356	  2.215	105.225	  0.663	101.437	  1.011	101.426	  0.629
 16.200	824.504	  2.550	105.585	  0.644	101.750	  1.091	101.767	  0.611
 16.250	829.711	  2.895	105.934	  0.595	102.154	  1.116	102.098	  0.564
 16.300	834.465	  3.066	106.222	  0.626	102.319	  1.152	102.371	  0.594
 16.350	839.919	  2.890	106.598	  0.633	102.782	  0.981	102.727	  0.600
 16.400	845.073	  3.070	106.928	  0.614	103.079	  0.865	103.040	  0.582
 16.450	850.246	  3.243	107.252	  0.522	103.387	  0.642	103.347	  0.495
 16.500	855.338	  2.963	107.578	  0.384	103.657	  0.156	103.657	  0.364
 16.550	860.574	  2.525	107.906	  0.490	104.007	  0.684	103.968	  0.465
 16.600	865.736	  2.137	108.235	  0.504	104.301	  0.875	104.279	  0.478
 16.650	870.934	  1.794	108.514	  0.554	104.527	  0.961	104.544	  0.526
 16.700	876.082	  2.353	108.917	  0.659	104.899	  1.072	104.926	  0.625
 16.750	881.377	  2.733	109.231	  0.694	105.254	  1.126	105.224	  0.658
