Radius	Area	AreaStd	ImageJ	ImageJStd	Crofton2	Crofton2Std	Crofton4	Crofton4Std
 33.400	3504.708	  4.626	219.572	  0.616	209.825	  0.921	209.834	  0.584
 33.450	3515.019	  4.605	219.912	  0.535	210.176	  0.653	210.155	  0.507
 33.500	3525.405	  4.166	220.255	  0.351	210.480	  0.099	210.480	  0.333
 33.550	3536.035	  3.361	220.575	  0.431	210.782	  0.653	210.785	  0.408
 33.600	3546.706	  2.492	220.938	  0.495	211.148	  0.894	211.128	  0.469
 33.650	3557.106	  2.834	221.206	  0.615	211.340	  0.969	211.383	  0.583
 33.700	3567.743	  3.379	221.562	  0.697	211.693	  1.061	211.720	  0.661
 33.750	3578.416	  3.962	221.935	  0.692	212.092	  1.115	212.074	  0.656
 33.800	3589.062	  4.491	222.229	  0.707	212.332	  1.094	212.353	  0.670
 33.850	3599.764	  4.587	222.598	  0.607	212.686	  0.989	212.702	  0.575
 33.900	3610.497	  4.785	222.929	  0.509	213.053	  0.855	213.016	  0.483
 33.950	3621.096	  4.786	223.250	  0.366	213.336	  0.662	213.320	  0.347
 34.000	3631.523	  3.452	223.552	  0.301	213.620	  0.111	213.607	  0.286
 34.050	3642.353	  2.570	223.855	  0.501	213.898	  0.622	213.894	  0.475
 34.100	3653.177	  2.940	224.256	  0.674	214.299	  0.939	214.274	  0.639
 34.150	3663.842	  3.584	224.572	  0.685	214.632	  1.017	214.574	  0.650
 34.200	3674.438	  3.813	224.862	  0.675	214.832	  1.083	214.849	  0.640
 34.250	3685.401	  4.243	225.220	  0.644	215.183	  1.095	215.188	  0.611
 34.300	3696.231	  4.414	225.580	  0.584	215.565	  1.101	215.530	  0.554
 34.350	3706.659	  4.500	225.865	  0.612	215.798	  1.016	215.799	  0.580
 34.400	3717.245	  4.633	226.194	  0.630	216.096	  0.926	216.112	  0.597
 34.450	3728.522	  4.418	226.554	  0.551	216.438	  0.689	216.452	  0.523
 34.500	3739.252	  3.858	226.873	  0.417	216.764	  0.099	216.755	  0.395
 34.550	3750.223	  3.397	227.188	  0.508	217.037	  0.619	217.054	  0.481
 34.600	3760.883	  3.555	227.527	  0.574	217.376	  0.882	217.375	  0.544
 34.650	3771.721	  3.109	227.870	  0.550	217.703	  1.032	217.700	  0.521
 34.700	3782.782	  2.957	228.221	  0.659	218.052	  1.100	218.033	  0.625
 34.750	3793.557	  3.748	228.506	  0.704	218.262	  1.126	218.304	  0.667
 34.800	3804.710	  4.433	228.883	  0.715	218.656	  1.105	218.661	  0.678
 34.850	3815.507	  4.894	229.190	  0.688	218.980	  0.996	218.952	  0.652
 34.900	3826.478	  4.994	229.511	  0.603	219.277	  0.890	219.257	  0.571
 34.950	3837.470	  4.790	229.853	  0.476	219.582	  0.667	219.580	  0.452
 35.000	3848.527	  3.963	230.194	  0.093	219.907	  0.086	219.904	  0.089
 35.050	3859.382	  3.269	230.499	  0.436	220.196	  0.641	220.193	  0.414
 35.100	3870.482	  2.686	230.843	  0.581	220.496	  0.883	220.519	  0.551
 35.150	3881.605	  2.749	231.204	  0.682	220.816	  0.974	220.862	  0.647
 35.200	3892.484	  3.640	231.491	  0.728	221.123	  1.094	221.133	  0.690
 35.250	3903.476	  4.367	231.828	  0.726	221.421	  1.120	221.453	  0.689
 35.300	3914.401	  4.810	232.150	  0.670	221.754	  1.085	221.758	  0.635
 35.350	3925.767	  4.792	232.500	  0.581	222.101	  1.053	222.090	  0.551
 35.400	3936.812	  4.502	232.828	  0.548	222.390	  0.905	222.400	  0.520
 35.450	3948.110	  4.265	233.196	  0.493	222.758	  0.668	222.750	  0.467
 35.500	3959.167	  3.873	233.514	  0.401	223.047	  0.099	223.051	  0.381
 35.550	3970.285	  3.489	233.861	  0.545	223.359	  0.650	223.380	  0.516
 35.600	3981.586	  3.125	234.166	  0.596	223.670	  0.876	223.670	  0.565
 35.650	3992.633	  3.562	234.490	  0.606	223.977	  0.989	223.976	  0.574
 35.700	4003.924	  3.752	234.831	  0.598	224.310	  1.093	224.300	  0.567
 35.750	4015.203	  4.033	235.177	  0.636	224.621	  1.098	224.628	  0.603
 35.800	4026.249	  3.988	235.486	  0.689	224.922	  1.098	224.921	  0.653
 35.850	4037.729	  4.550	235.831	  0.666	225.258	  1.015	225.247	  0.632
 35.900	4048.686	  5.172	236.125	  0.639	225.526	  0.893	225.527	  0.605
 35.950	4060.268	  4.667	236.522	  0.479	225.906	  0.637	225.903	  0.454
 36.000	4071.261	  4.505	236.798	  0.334	226.185	  0.121	226.165	  0.317
 36.050	4082.813	  3.231	237.154	  0.394	226.510	  0.679	226.503	  0.373
 36.100	4094.205	  2.444	237.475	  0.535	226.804	  0.894	226.806	  0.507
 36.150	4105.546	  2.984	237.803	  0.620	227.120	  1.004	227.117	  0.588
 36.200	4116.666	  3.509	238.102	  0.667	227.384	  1.070	227.401	  0.632
 36.250	4128.065	  3.833	238.448	  0.701	227.728	  1.113	227.729	  0.665
 36.300	4139.729	  4.766	238.817	  0.695	228.097	  1.071	228.078	  0.659
 36.350	4151.015	  5.071	239.132	  0.616	228.369	  1.017	228.377	  0.584
 36.400	4162.379	  5.023	239.463	  0.518	228.705	  0.912	228.691	  0.491
 36.450	4174.050	  4.785	239.801	  0.441	229.019	  0.698	229.011	  0.418
 36.500	4185.462	  3.518	240.143	  0.368	229.327	  0.121	229.336	  0.349
 36.550	4197.057	  2.938	240.471	  0.522	229.633	  0.627	229.647	  0.495
 36.600	4208.203	  3.310	240.809	  0.612	229.972	  0.893	229.967	  0.581
 36.650	4219.671	  3.806	241.114	  0.656	230.252	  0.975	230.257	  0.622
 36.700	4231.088	  3.756	241.440	  0.663	230.574	  1.126	230.566	  0.629
 36.750	4242.887	  4.150	241.797	  0.617	230.918	  1.121	230.904	  0.585
 36.800	4254.481	  4.466	242.128	  0.612	231.221	  1.109	231.218	  0.580
 36.850	4265.983	  4.683	242.456	  0.640	231.554	  0.979	231.529	  0.606
 36.900	4277.709	  4.602	242.786	  0.623	231.856	  0.891	231.842	  0.591
 36.950	4289.212	  4.791	243.111	  0.548	232.137	  0.681	232.149	  0.520
 37.000	4300.736	  4.306	243.445	  0.404	232.472	  0.099	232.467	  0.383
 37.050	4312.683	  3.821	243.797	  0.500	232.795	  0.691	232.801	  0.474
 37.100	4324.063	  3.619	244.099	  0.531	233.108	  0.889	233.086	  0.504
 37.150	4335.691	  2.724	244.427	  0.596	233.394	  1.049	233.397	  0.565
 37.200	4347.610	  3.080	244.782	  0.658	233.749	  1.089	233.734	  0.624
 37.250	4359.153	  4.118	245.096	  0.707	234.041	  1.143	234.031	  0.670
 37.300	4370.846	  4.766	245.443	  0.693	234.361	  1.093	234.361	  0.657
 37.350	4382.490	  5.056	245.736	  0.697	234.652	  1.041	234.639	  0.661
 37.400	4394.211	  5.238	246.094	  0.602	234.986	  0.906	234.978	  0.571
 37.450	4406.134	  4.935	246.438	  0.422	235.310	  0.674	235.304	  0.400
 37.500	4418.005	  3.800	246.758	  0.196	235.613	  0.099	235.607	  0.186
 37.550	4429.820	  3.230	247.074	  0.440	235.923	  0.632	235.907	  0.417
 37.600	4441.421	  2.555	247.415	  0.590	236.226	  0.874	236.230	  0.559
 37.650	4453.250	  3.045	247.770	  0.680	236.589	  0.999	236.567	  0.645
 37.700	4465.069	  4.017	248.072	  0.695	236.879	  1.060	236.853	  0.659
 37.750	4476.940	  4.610	248.425	  0.682	237.219	  1.093	237.188	  0.647
 37.800	4488.672	  4.748	248.737	  0.619	237.478	  1.088	237.484	  0.587
 37.850	4501.050	  4.596	249.099	  0.560	237.853	  1.014	237.827	  0.531
 37.900	4512.590	  4.873	249.405	  0.581	238.114	  0.906	238.117	  0.551
 37.950	4524.387	  4.814	249.728	  0.529	238.414	  0.685	238.423	  0.501
 38.000	4536.416	  4.260	250.058	  0.405	238.756	  0.086	238.736	  0.384
 38.050	4548.306	  3.605	250.383	  0.514	239.058	  0.662	239.044	  0.488
 38.100	4560.230	  3.439	250.718	  0.589	239.363	  0.878	239.361	  0.558
 38.150	4572.402	  3.569	251.055	  0.604	239.667	  1.021	239.681	  0.573
 38.200	4584.364	  3.725	251.407	  0.608	240.024	  1.102	240.015	  0.576
 38.250	4596.459	  3.835	251.751	  0.690	240.365	  1.112	240.341	  0.654
 38.300	4608.268	  4.203	252.042	  0.699	240.597	  1.094	240.617	  0.662
 38.350	4620.525	  4.812	252.397	  0.702	240.930	  1.045	240.953	  0.666
 38.400	4632.719	  5.402	252.749	  0.613	241.284	  0.885	241.287	  0.581
 38.450	4644.843	  5.105	253.088	  0.488	241.617	  0.614	241.608	  0.463
 38.500	4656.617	  4.189	253.391	  0.258	241.898	  0.086	241.895	  0.245
 38.550	4668.678	  3.238	253.720	  0.373	242.217	  0.659	242.208	  0.354
 38.600	4680.964	  2.757	254.078	  0.561	242.566	  0.892	242.547	  0.532
 38.650	4692.861	  3.230	254.355	  0.663	242.815	  1.025	242.809	  0.629
 38.700	4705.236	  3.560	254.755	  0.696	243.197	  1.072	243.189	  0.660
 38.750	4717.568	  4.036	255.080	  0.665	243.505	  1.063	243.497	  0.631
 38.800	4729.907	  5.120	255.417	  0.656	243.860	  1.039	243.817	  0.622
 38.850	4741.804	  5.461	255.691	  0.609	244.053	  1.015	244.076	  0.577
 38.900	4754.062	  5.110	256.043	  0.496	244.417	  0.889	244.410	  0.471
 38.950	4766.059	  4.439	256.376	  0.485	244.708	  0.682	244.726	  0.460
 39.000	4778.281	  3.733	256.700	  0.373	245.041	  0.070	245.032	  0.354
 39.050	4790.657	  3.436	257.037	  0.521	245.318	  0.636	245.353	  0.494
 39.100	4802.868	  3.455	257.385	  0.618	245.668	  0.888	245.682	  0.586
 39.150	4814.975	  3.485	257.657	  0.646	245.924	  0.992	245.940	  0.612
 39.200	4827.491	  3.974	258.024	  0.631	246.310	  1.073	246.289	  0.598
 39.250	4839.745	  4.148	258.370	  0.561	246.634	  1.054	246.616	  0.531
 39.300	4851.990	  4.572	258.656	  0.660	246.884	  1.118	246.887	  0.626
 39.350	4864.563	  4.944	259.041	  0.632	247.284	  0.980	247.252	  0.599
 39.400	4876.981	  4.651	259.375	  0.618	247.562	  0.880	247.569	  0.585
 39.450	4889.381	  4.770	259.686	  0.536	247.865	  0.671	247.864	  0.508
 39.500	4901.567	  4.758	260.009	  0.388	248.172	  0.148	248.170	  0.368
 39.550	4914.112	  3.853	260.350	  0.468	248.516	  0.685	248.493	  0.443
 39.600	4926.805	  3.053	260.688	  0.459	248.822	  0.874	248.814	  0.435
 39.650	4938.956	  2.923	261.024	  0.620	249.166	  1.043	249.132	  0.588
 39.700	4951.492	  3.377	261.378	  0.692	249.485	  1.119	249.468	  0.656
 39.750	4964.059	  4.233	261.709	  0.715	249.797	  1.122	249.782	  0.678
 39.800	4976.508	  4.946	262.008	  0.703	250.057	  1.094	250.065	  0.666
 39.850	4989.013	  5.127	262.332	  0.662	250.393	  1.003	250.372	  0.627
 39.900	5001.427	  5.179	262.675	  0.561	250.707	  0.901	250.698	  0.532
 39.950	5014.031	  5.007	262.995	  0.367	250.996	  0.686	251.001	  0.348
 40.000	5026.522	  4.089	263.324	  0.283	251.320	  0.111	251.313	  0.269
 40.050	5039.136	  2.904	263.672	  0.517	251.660	  0.680	251.643	  0.490
 40.100	5051.743	  2.918	264.000	  0.623	251.973	  0.906	251.954	  0.591
 40.150	5064.333	  3.523	264.317	  0.669	252.297	  1.052	252.254	  0.634
 40.200	5076.866	  4.275	264.656	  0.690	252.593	  1.096	252.576	  0.654
 40.250	5089.534	  4.485	264.976	  0.663	252.876	  1.113	252.879	  0.628
 40.300	5102.101	  4.847	265.301	  0.584	253.173	  1.105	253.187	  0.553
 40.350	5114.981	  4.822	265.668	  0.619	253.560	  1.028	253.535	  0.587
 40.400	5127.869	  4.929	265.992	  0.599	253.863	  0.856	253.842	  0.568
 40.450	5140.235	  4.972	266.296	  0.530	254.138	  0.693	254.131	  0.503
 40.500	5152.973	  4.112	266.631	  0.419	254.461	  0.111	254.448	  0.397
 40.550	5165.703	  3.697	266.961	  0.507	254.764	  0.653	254.761	  0.481
 40.600	5178.539	  3.841	267.313	  0.553	255.082	  0.875	255.094	  0.524
 40.650	5191.366	  3.556	267.637	  0.554	255.402	  1.017	255.402	  0.525
 40.700	5203.828	  3.259	267.944	  0.625	255.657	  1.059	255.693	  0.592
 40.750	5216.693	  3.872	268.259	  0.708	255.993	  1.141	255.991	  0.671
 40.800	5229.617	  4.376	268.656	  0.670	256.390	  1.051	256.368	  0.635
 40.850	5242.396	  5.389	268.945	  0.679	256.673	  1.024	256.642	  0.644
 40.900	5254.932	  5.711	269.265	  0.638	256.941	  0.920	256.945	  0.605
 40.950	5268.592	  4.814	269.643	  0.421	257.329	  0.615	257.303	  0.399
 41.000	5281.059	  4.014	269.950	  0.187	257.598	  0.140	257.594	  0.177
 41.050	5293.926	  3.129	270.269	  0.426	257.885	  0.633	257.897	  0.403
 41.100	5306.909	  2.988	270.598	  0.568	258.189	  0.859	258.209	  0.539
 41.150	5319.622	  2.883	270.917	  0.604	258.517	  0.948	258.511	  0.573
 41.200	5332.717	  3.716	271.300	  0.720	258.907	  1.094	258.874	  0.682
 41.250	5345.559	  4.485	271.614	  0.696	259.185	  1.077	259.172	  0.660
 41.300	5358.503	  5.325	271.925	  0.656	259.494	  1.084	259.468	  0.622
 41.350	5371.547	  5.369	272.267	  0.571	259.789	  1.032	259.792	  0.541
 41.400	5384.768	  5.080	272.624	  0.518	260.143	  0.888	260.130	  0.491
 41.450	5397.643	  4.715	272.951	  0.509	260.444	  0.677	260.440	  0.483
 41.500	5410.648	  4.164	273.257	  0.403	260.743	  0.121	260.730	  0.382
 41.550	5423.449	  3.947	273.602	  0.561	261.071	  0.655	261.057	  0.532
 41.600	5436.553	  3.361	273.916	  0.602	261.352	  0.897	261.355	  0.570
 41.650	5449.743	  3.618	274.250	  0.649	261.698	  1.044	261.672	  0.616
 41.700	5462.850	  4.108	274.565	  0.628	261.954	  1.082	261.970	  0.596
 41.750	5475.812	  4.270	274.967	  0.648	262.354	  1.150	262.351	  0.614
 41.800	5489.139	  4.499	275.255	  0.662	262.648	  1.073	262.624	  0.628
 41.850	5502.358	  4.836	275.600	  0.672	262.980	  0.975	262.951	  0.637
 41.900	5515.084	  5.025	275.886	  0.621	263.229	  0.914	263.223	  0.589
 41.950	5528.539	  5.508	276.229	  0.545	263.559	  0.684	263.547	  0.517
 42.000	5541.961	  4.988	276.587	  0.337	263.891	  0.070	263.887	  0.320
 42.050	5555.040	  3.745	276.908	  0.386	264.183	  0.629	264.191	  0.366
 42.100	5568.182	  2.535	277.267	  0.518	264.547	  0.899	264.532	  0.491
 42.150	5581.527	  3.139	277.609	  0.660	264.890	  1.043	264.856	  0.625
 42.200	5594.732	  3.878	277.902	  0.697	265.125	  1.084	265.133	  0.661
 42.250	5607.884	  4.285	278.266	  0.701	265.476	  1.092	265.478	  0.664
 42.300	5621.064	  5.063	278.558	  0.718	265.769	  1.107	265.756	  0.680
 42.350	5634.673	  5.309	278.938	  0.638	266.126	  1.013	266.116	  0.605
 42.400	5647.770	  5.596	279.226	  0.544	266.394	  0.897	266.389	  0.515
 42.450	5661.353	  5.036	279.567	  0.406	266.724	  0.690	266.713	  0.385
 42.500	5674.637	  3.943	279.895	  0.335	267.028	  0.111	267.024	  0.317
 42.550	5687.887	  3.070	280.215	  0.512	267.334	  0.652	267.327	  0.485
 42.600	5701.326	  3.045	280.547	  0.589	267.650	  0.867	267.641	  0.559
 42.650	5714.657	  3.844	280.883	  0.642	267.951	  0.990	267.960	  0.609
 42.700	5728.204	  4.381	281.247	  0.668	268.308	  1.082	268.304	  0.634
 42.750	5741.290	  4.232	281.541	  0.609	268.567	  1.076	268.584	  0.577
 42.800	5754.673	  4.665	281.851	  0.609	268.865	  1.107	268.878	  0.577
 42.850	5768.436	  4.847	282.224	  0.616	269.203	  0.988	269.231	  0.584
 42.900	5781.840	  4.958	282.568	  0.606	269.553	  0.883	269.557	  0.575
 42.950	5795.317	  5.150	282.873	  0.553	269.860	  0.669	269.847	  0.524
 43.000	5808.478	  4.575	283.193	  0.403	270.168	  0.121	270.150	  0.382
 43.050	5822.269	  4.023	283.531	  0.506	270.479	  0.650	270.471	  0.480
 43.100	5835.784	  3.942	283.881	  0.521	270.808	  0.878	270.802	  0.494
 43.150	5849.274	  3.417	284.199	  0.560	271.094	  1.020	271.104	  0.531
 43.200	5862.992	  3.162	284.562	  0.668	271.465	  1.120	271.448	  0.633
 43.250	5876.449	  4.339	284.854	  0.694	271.727	  1.125	271.725	  0.658
 43.300	5889.994	  5.080	285.188	  0.690	272.070	  1.074	272.042	  0.655
 43.350	5904.052	  5.466	285.555	  0.677	272.439	  1.031	272.389	  0.641
 43.400	5917.869	  5.567	285.913	  0.577	272.748	  0.854	272.728	  0.547
 43.450	5930.951	  5.326	286.172	  0.451	272.984	  0.670	272.975	  0.428
 43.500	5944.748	  4.372	286.514	  0.144	273.308	  0.131	273.298	  0.137
 43.550	5958.235	  3.476	286.854	  0.454	273.620	  0.639	273.620	  0.430
 43.600	5972.160	  3.102	287.201	  0.619	273.956	  0.888	273.950	  0.587
 43.650	5985.732	  3.291	287.511	  0.689	274.248	  1.025	274.243	  0.653
 43.700	5999.524	  4.103	287.848	  0.695	274.569	  1.094	274.563	  0.659
 43.750	6013.179	  4.977	288.187	  0.690	274.880	  1.111	274.884	  0.655
 43.800	6027.078	  5.535	288.518	  0.631	275.213	  1.072	275.199	  0.598
 43.850	6040.728	  4.982	288.852	  0.555	275.521	  1.021	275.515	  0.526
 43.900	6054.161	  5.165	289.150	  0.562	275.769	  0.933	275.798	  0.532
 43.950	6068.226	  4.882	289.506	  0.532	276.124	  0.678	276.135	  0.504
 44.000	6082.108	  4.607	289.842	  0.411	276.457	  0.070	276.454	  0.390
 44.050	6095.954	  3.902	290.177	  0.558	276.787	  0.690	276.771	  0.529
 44.100	6109.837	  3.639	290.516	  0.574	277.081	  0.862	277.092	  0.544
 44.150	6123.729	  3.614	290.859	  0.599	277.443	  1.016	277.418	  0.568
 44.200	6137.646	  4.070	291.169	  0.581	277.723	  1.091	277.712	  0.551
 44.250	6151.291	  4.387	291.477	  0.662	278.015	  1.127	278.003	  0.628
 44.300	6165.127	  4.387	291.818	  0.707	278.296	  1.089	278.327	  0.670
 44.350	6179.548	  5.073	292.199	  0.655	278.727	  1.002	278.688	  0.621
 44.400	6193.176	  5.734	292.487	  0.659	278.964	  0.934	278.961	  0.625
 44.450	6207.072	  5.580	292.815	  0.505	279.278	  0.677	279.272	  0.479
 44.500	6221.005	  4.873	293.154	  0.297	279.594	  0.111	279.594	  0.281
 44.550	6235.092	  3.437	293.488	  0.365	279.916	  0.678	279.910	  0.346
 44.600	6249.137	  2.836	293.832	  0.569	280.224	  0.899	280.237	  0.540
 44.650	6263.202	  3.085	294.141	  0.631	280.532	  0.991	280.529	  0.599
 44.700	6277.150	  4.002	294.508	  0.700	280.896	  1.090	280.878	  0.664
 44.750	6291.291	  4.568	294.821	  0.720	281.147	  1.148	281.174	  0.682
 44.800	6305.398	  5.149	295.140	  0.696	281.482	  1.073	281.476	  0.660
 44.850	6319.351	  5.816	295.469	  0.625	281.796	  0.988	281.789	  0.592
 44.900	6333.470	  5.728	295.787	  0.479	282.080	  0.894	282.090	  0.454
 44.950	6347.687	  4.752	296.152	  0.430	282.443	  0.649	282.436	  0.408
 45.000	6362.013	  3.810	296.479	  0.361	282.742	  0.050	282.746	  0.342
 45.050	6376.027	  3.530	296.813	  0.542	283.056	  0.673	283.063	  0.513
 45.100	6390.134	  3.810	297.138	  0.624	283.359	  0.892	283.371	  0.592
 45.150	6404.347	  4.146	297.476	  0.670	283.675	  1.008	283.691	  0.635
 45.200	6418.206	  4.402	297.771	  0.665	283.964	  1.086	283.970	  0.630
 45.250	6432.636	  4.154	298.116	  0.596	284.289	  1.091	284.297	  0.565
 45.300	6446.710	  5.049	298.471	  0.682	284.617	  1.124	284.634	  0.647
 45.350	6461.352	  5.263	298.822	  0.657	285.001	  0.996	284.967	  0.623
 45.400	6474.901	  5.067	299.086	  0.621	285.209	  0.912	285.217	  0.589
 45.450	6489.543	  5.369	299.434	  0.548	285.536	  0.704	285.547	  0.519
 45.500	6504.153	  4.930	299.806	  0.369	285.882	  0.070	285.900	  0.350
 45.550	6518.234	  4.290	300.111	  0.477	286.209	  0.684	286.190	  0.452
 45.600	6532.355	  3.727	300.454	  0.488	286.537	  0.885	286.515	  0.463
 45.650	6546.699	  2.902	300.771	  0.585	286.807	  1.002	286.815	  0.555
 45.700	6561.205	  3.482	301.127	  0.669	287.162	  1.077	287.152	  0.635
 45.750	6575.646	  4.433	301.433	  0.712	287.426	  1.108	287.442	  0.675
 45.800	6589.960	  5.267	301.773	  0.714	287.746	  1.094	287.765	  0.677
 45.850	6604.226	  5.453	302.115	  0.617	288.089	  0.982	288.089	  0.585
 45.900	6618.970	  5.553	302.464	  0.583	288.444	  0.883	288.420	  0.553
 45.950	6633.354	  5.174	302.775	  0.389	288.725	  0.658	288.715	  0.368
 46.000	6647.436	  4.437	303.100	  0.254	289.022	  0.086	289.023	  0.241
 46.050	6662.064	  3.216	303.413	  0.474	289.328	  0.639	289.319	  0.449
 46.100	6676.573	  2.794	303.753	  0.623	289.616	  0.890	289.642	  0.591
 46.150	6691.076	  3.850	304.088	  0.673	289.955	  1.013	289.959	  0.639
 46.200	6705.575	  4.562	304.426	  0.712	290.307	  1.110	290.280	  0.675
 46.250	6720.188	  5.179	304.770	  0.669	290.627	  1.078	290.606	  0.634
 46.300	6734.646	  5.346	305.104	  0.601	290.930	  1.088	290.923	  0.569
 46.350	6749.200	  5.070	305.435	  0.575	291.254	  0.993	291.236	  0.546
 46.400	6763.639	  5.260	305.716	  0.605	291.501	  0.930	291.503	  0.573
 46.450	6778.417	  5.195	306.092	  0.526	291.885	  0.640	291.860	  0.499
 46.500	6793.123	  4.695	306.406	  0.431	292.159	  0.121	292.157	  0.408
 46.550	6807.330	  3.890	306.741	  0.528	292.518	  0.722	292.475	  0.501
 46.600	6822.095	  3.788	307.067	  0.570	292.811	  0.919	292.784	  0.540
 46.650	6836.745	  3.966	307.424	  0.557	293.133	  1.025	293.123	  0.528
 46.700	6851.749	  3.971	307.750	  0.599	293.453	  1.076	293.431	  0.568
 46.750	6866.335	  4.089	308.107	  0.674	293.792	  1.103	293.770	  0.639
 46.800	6880.971	  4.737	308.411	  0.700	294.059	  1.094	294.058	  0.664
 46.850	6895.393	  5.375	308.721	  0.673	294.336	  1.051	294.352	  0.638
 46.900	6910.421	  6.167	309.042	  0.633	294.658	  0.896	294.656	  0.600
 46.950	6925.148	  5.912	309.391	  0.493	295.016	  0.637	294.987	  0.468
 47.000	6939.638	  4.710	309.719	  0.222	295.303	  0.099	295.298	  0.210
 47.050	6954.668	  3.425	310.075	  0.436	295.663	  0.703	295.635	  0.413
 47.100	6969.450	  3.137	310.400	  0.588	295.921	  0.889	295.943	  0.557
 47.150	6983.982	  3.486	310.679	  0.667	296.236	  1.038	296.208	  0.633
 47.200	6998.977	  3.938	311.032	  0.715	296.568	  1.137	296.543	  0.678
 47.250	7013.787	  4.784	311.386	  0.707	296.901	  1.117	296.879	  0.670
 47.300	7028.612	  5.352	311.719	  0.661	297.184	  1.084	297.194	  0.627
 47.350	7043.287	  5.982	312.019	  0.610	297.468	  1.057	297.479	  0.578
 47.400	7058.532	  5.708	312.399	  0.507	297.854	  0.888	297.839	  0.481
 47.450	7073.380	  4.766	312.715	  0.475	298.142	  0.667	298.139	  0.451
 47.500	7088.228	  4.516	313.046	  0.405	298.451	  0.000	298.453	  0.384
 47.550	7102.998	  4.038	313.371	  0.538	298.787	  0.660	298.761	  0.510
 47.600	7117.858	  3.847	313.662	  0.606	299.032	  0.865	299.036	  0.574
 47.650	7133.213	  4.010	314.056	  0.658	299.419	  1.048	299.410	  0.624
 47.700	7148.186	  4.247	314.359	  0.630	299.689	  1.112	299.697	  0.597
 47.750	7162.759	  4.445	314.679	  0.619	299.989	  1.119	300.000	  0.587
 47.800	7177.954	  5.033	315.002	  0.674	300.297	  1.103	300.307	  0.639
 47.850	7193.000	  5.185	315.369	  0.664	300.661	  1.023	300.655	  0.630
 47.900	7208.051	  5.539	315.675	  0.648	300.965	  0.906	300.945	  0.614
 47.950	7223.426	  5.221	316.033	  0.525	301.285	  0.662	301.284	  0.497
 48.000	7238.009	  5.243	316.361	  0.354	301.590	  0.070	301.595	  0.335
 48.050	7253.409	  4.254	316.686	  0.427	301.913	  0.686	301.903	  0.405
 48.100	7268.363	  2.983	316.989	  0.483	302.185	  0.865	302.191	  0.458
 48.150	7283.427	  2.816	317.342	  0.619	302.534	  1.026	302.525	  0.587
 48.200	7298.649	  4.061	317.668	  0.689	302.801	  1.091	302.834	  0.653
 48.250	7314.024	  4.725	318.025	  0.718	303.201	  1.095	303.172	  0.681
 48.300	7329.068	  5.282	318.353	  0.701	303.512	  1.076	303.484	  0.665
 48.350	7344.113	  5.864	318.664	  0.644	303.753	  1.048	303.779	  0.611
