Radius	Area	AreaStd	AreaMin	AreaMax	ImageJ	ImageJStd	ImageJMin	ImageJMax	Crofton2	Crofton2Std	Crofton2Min	Crofton2Max	Crofton4	Crofton4Std	Crofton4Min	Crofton4Max
 18.100	 -0.009	  0.188	 -0.410	  0.756	  3.926	  0.497	  3.442	  5.200	  0.018	  0.794	 -0.552	  2.210	 -0.007	  0.472	 -0.466	  1.201
 18.150	 -0.002	  0.191	 -0.378	  0.588	  3.901	  0.576	  3.157	  4.910	 -0.047	  0.899	 -0.826	  1.928	 -0.035	  0.546	 -0.740	  0.922
 18.200	  0.000	  0.222	 -0.636	  0.517	  3.944	  0.626	  2.873	  4.834	  0.040	  0.950	 -1.099	  1.648	  0.002	  0.594	 -1.013	  0.846
 18.250	  0.000	  0.304	 -0.798	  0.636	  3.895	  0.650	  2.591	  5.058	 -0.075	  0.973	 -1.370	  1.370	 -0.048	  0.616	 -1.284	  1.054
 18.300	 -0.008	  0.340	 -0.769	  0.847	  3.920	  0.606	  2.311	  4.771	 -0.038	  0.951	 -1.639	  1.093	 -0.029	  0.574	 -1.554	  0.778
 18.350	  0.007	  0.326	 -0.931	  0.582	  3.928	  0.554	  2.032	  4.485	 -0.005	  0.899	 -1.907	  0.817	 -0.025	  0.525	 -1.822	  0.503
 18.400	 -0.012	  0.311	 -0.998	  0.600	  3.919	  0.440	  2.768	  5.215	 -0.039	  0.784	 -2.174	  0.543	 -0.037	  0.417	 -1.128	  1.191
 18.450	 -0.009	  0.316	 -1.067	  1.178	  3.946	  0.418	  2.995	  4.930	 -0.026	  0.611	 -2.439	  0.271	 -0.016	  0.396	 -0.917	  0.917
 18.500	 -0.000	  0.255	 -0.857	  0.911	  3.947	  0.331	  2.926	  4.646	 -0.008	  0.104	 -1.351	  0.000	 -0.019	  0.314	 -0.987	  0.644
 18.550	 -0.006	  0.223	 -0.465	  0.737	  3.964	  0.456	  3.359	  5.786	  0.009	  0.563	 -0.270	  2.426	 -0.007	  0.432	 -0.580	  1.721
 18.600	  0.004	  0.199	 -0.540	  0.472	  3.968	  0.509	  3.081	  5.501	  0.013	  0.744	 -0.538	  2.151	 -0.007	  0.483	 -0.847	  1.447
 18.650	 -0.012	  0.241	 -0.432	  0.850	  3.925	  0.545	  3.305	  5.218	 -0.056	  0.855	 -0.804	  1.877	 -0.051	  0.517	 -0.639	  1.175
 18.700	 -0.004	  0.257	 -0.599	  1.039	  3.951	  0.536	  3.028	  4.937	 -0.036	  0.926	 -1.070	  1.604	 -0.030	  0.508	 -0.905	  0.905
 18.750	  0.003	  0.267	 -0.495	  1.044	  3.979	  0.497	  3.251	  4.657	  0.012	  0.925	 -1.333	  1.333	 -0.007	  0.471	 -0.698	  0.636
 18.800	 -0.008	  0.263	 -0.573	  0.868	  3.967	  0.564	  2.976	  4.875	 -0.019	  0.929	 -1.596	  1.064	 -0.023	  0.535	 -0.962	  0.838
 18.850	 -0.008	  0.287	 -0.652	  0.692	  3.933	  0.573	  2.703	  4.597	 -0.041	  0.881	 -1.857	  0.796	 -0.058	  0.544	 -1.225	  0.571
 18.900	 -0.004	  0.318	 -0.821	  0.605	  3.981	  0.531	  2.431	  4.813	 -0.028	  0.767	 -2.116	  0.529	 -0.016	  0.504	 -1.486	  0.772
 18.950	  0.018	  0.311	 -0.989	  0.695	  4.014	  0.441	  2.161	  4.537	  0.003	  0.555	 -2.375	  0.264	  0.010	  0.418	 -1.746	  0.506
 19.000	  0.018	  0.266	 -0.892	  0.695	  4.002	  0.308	  3.280	  4.262	 -0.007	  0.093	 -1.316	  0.000	 -0.004	  0.292	 -0.689	  0.242
 19.050	  0.010	  0.208	 -0.622	  0.694	  3.999	  0.358	  3.009	  4.883	 -0.012	  0.549	 -0.262	  2.362	 -0.011	  0.340	 -0.949	  0.827
 19.100	  0.000	  0.191	 -0.531	  0.603	  3.994	  0.387	  3.716	  5.096	 -0.020	  0.737	 -0.524	  2.094	 -0.019	  0.367	 -0.283	  1.026
 19.150	  0.003	  0.174	 -0.355	  0.686	  4.017	  0.493	  3.445	  5.796	  0.025	  0.842	 -0.783	  1.828	 -0.001	  0.468	 -0.543	  1.685
 19.200	 -0.003	  0.224	 -0.528	  0.422	  3.985	  0.565	  3.176	  5.520	 -0.026	  0.898	 -1.042	  1.563	 -0.035	  0.536	 -0.802	  1.420
 19.250	 -0.003	  0.253	 -0.529	  1.103	  4.002	  0.583	  2.908	  5.246	 -0.030	  0.914	 -1.299	  1.299	 -0.022	  0.552	 -1.060	  1.157
 19.300	  0.002	  0.278	 -0.616	  0.922	  4.025	  0.580	  3.124	  4.973	  0.009	  0.896	 -1.554	  1.036	 -0.004	  0.550	 -0.858	  0.895
 19.350	  0.004	  0.310	 -0.534	  0.911	  4.033	  0.532	  3.057	  4.702	  0.045	  0.821	 -1.809	  0.775	  0.000	  0.505	 -0.925	  0.634
 19.400	  0.004	  0.334	 -0.708	  0.899	  4.003	  0.448	  2.792	  4.432	 -0.036	  0.748	 -2.062	  0.515	 -0.032	  0.424	 -1.181	  0.375
 19.450	  0.000	  0.280	 -0.881	  1.054	  4.024	  0.301	  2.808	  4.643	 -0.010	  0.567	 -2.314	  0.257	 -0.016	  0.285	 -1.169	  0.571
 19.500	 -0.007	  0.221	 -0.887	  0.537	  4.037	  0.263	  3.221	  4.853	 -0.017	  0.145	 -1.282	  0.000	 -0.007	  0.249	 -0.781	  0.767
 19.550	  0.004	  0.175	 -0.727	  0.606	  4.030	  0.414	  3.631	  5.259	  0.001	  0.547	 -0.256	  2.302	 -0.017	  0.392	 -0.395	  1.148
 19.600	 -0.004	  0.188	 -0.487	  0.425	  4.038	  0.505	  3.367	  4.991	  0.009	  0.721	 -0.510	  2.041	 -0.013	  0.479	 -0.649	  0.890
 19.650	 -0.001	  0.206	 -0.663	  0.574	  4.015	  0.539	  3.104	  4.920	 -0.047	  0.803	 -0.763	  1.781	 -0.038	  0.511	 -0.902	  0.820
 19.700	  0.002	  0.228	 -0.510	  0.556	  4.057	  0.532	  2.842	  5.127	  0.010	  0.879	 -1.015	  1.523	 -0.002	  0.504	 -1.154	  1.013
 19.750	 -0.002	  0.260	 -0.687	  0.537	  4.038	  0.513	  2.582	  4.861	 -0.037	  0.885	 -1.266	  1.266	 -0.023	  0.487	 -1.404	  0.757
 19.800	 -0.005	  0.283	 -0.620	  0.598	  4.014	  0.452	  2.793	  4.596	 -0.072	  0.874	 -1.515	  1.010	 -0.049	  0.429	 -1.207	  0.502
 19.850	  0.007	  0.278	 -0.554	  0.658	  4.052	  0.474	  3.004	  5.272	 -0.000	  0.813	 -1.763	  0.756	 -0.016	  0.449	 -1.010	  1.140
 19.900	 -0.000	  0.269	 -0.651	  0.635	  4.050	  0.458	  3.214	  5.007	  0.016	  0.681	 -2.010	  0.503	 -0.022	  0.435	 -0.815	  0.886
 19.950	 -0.008	  0.255	 -0.669	  0.691	  4.056	  0.419	  3.149	  4.744	  0.001	  0.519	 -2.256	  0.251	 -0.019	  0.397	 -0.880	  0.633
 20.000	 -0.007	  0.247	 -0.687	  0.825	  4.067	  0.335	  2.891	  4.482	 -0.006	  0.088	 -1.250	  0.000	 -0.013	  0.318	 -1.128	  0.381
 20.050	 -0.003	  0.224	 -0.549	  0.718	  4.065	  0.427	  3.292	  5.537	  0.007	  0.546	 -0.249	  2.244	 -0.018	  0.405	 -0.751	  1.378
 20.100	  0.012	  0.206	 -0.649	  0.533	  4.099	  0.438	  3.499	  5.275	  0.009	  0.705	 -0.498	  1.990	  0.011	  0.415	 -0.558	  1.126
 20.150	  0.015	  0.173	 -0.436	  0.427	  4.090	  0.455	  3.242	  5.013	  0.015	  0.841	 -0.744	  1.737	 -0.000	  0.431	 -0.805	  0.875
 20.200	  0.005	  0.187	 -0.382	  0.554	  4.095	  0.505	  3.448	  5.024	  0.012	  0.858	 -0.990	  1.485	  0.001	  0.479	 -0.613	  0.881
 20.250	 -0.003	  0.211	 -0.485	  0.757	  4.088	  0.519	  3.193	  4.955	 -0.012	  0.850	 -1.235	  1.235	 -0.008	  0.492	 -0.858	  0.813
 20.300	  0.008	  0.267	 -0.666	  0.802	  4.086	  0.556	  2.938	  4.697	 -0.016	  0.868	 -1.478	  0.985	 -0.014	  0.527	 -1.102	  0.565
 20.350	 -0.011	  0.286	 -1.000	  0.615	  4.082	  0.540	  2.685	  4.897	 -0.009	  0.820	 -1.720	  0.737	 -0.021	  0.512	 -1.345	  0.752
 20.400	  0.003	  0.285	 -0.872	  0.504	  4.111	  0.471	  2.434	  4.640	  0.016	  0.695	 -1.961	  0.490	  0.003	  0.446	 -1.587	  0.505
 20.450	 -0.001	  0.273	 -0.900	  0.546	  4.089	  0.364	  2.183	  4.385	  0.002	  0.523	 -2.200	  0.244	 -0.021	  0.345	 -1.828	  0.259
 20.500	 -0.002	  0.246	 -0.928	  0.587	  4.095	  0.129	  3.220	  4.130	 -0.007	  0.094	 -1.220	  0.000	 -0.019	  0.123	 -0.847	  0.015
 20.550	  0.005	  0.178	 -0.581	  0.399	  4.092	  0.321	  3.877	  6.067	 -0.018	  0.488	 -0.243	  2.190	 -0.024	  0.305	 -0.228	  1.848
 20.600	  0.001	  0.138	 -0.463	  0.513	  4.098	  0.455	  3.624	  5.810	 -0.002	  0.680	 -0.485	  1.942	 -0.021	  0.431	 -0.471	  1.601
 20.650	  0.005	  0.176	 -0.421	  0.997	  4.127	  0.535	  3.374	  5.553	 -0.006	  0.803	 -0.726	  1.695	  0.003	  0.507	 -0.712	  1.355
 20.700	  0.000	  0.217	 -0.530	  0.584	  4.113	  0.555	  3.124	  5.299	 -0.018	  0.840	 -0.966	  1.449	 -0.014	  0.526	 -0.951	  1.110
 20.750	 -0.002	  0.246	 -0.566	  0.617	  4.113	  0.536	  3.325	  5.045	 -0.037	  0.868	 -1.205	  1.205	 -0.016	  0.508	 -0.764	  0.867
 20.800	  0.012	  0.265	 -0.455	  0.575	  4.144	  0.499	  3.262	  4.792	  0.030	  0.818	 -1.442	  0.962	  0.010	  0.473	 -0.827	  0.624
 20.850	 -0.002	  0.263	 -0.492	  0.753	  4.127	  0.426	  3.014	  4.541	  0.004	  0.784	 -1.679	  0.719	 -0.010	  0.404	 -1.065	  0.383
 20.900	  0.010	  0.255	 -0.676	  0.636	  4.124	  0.402	  3.029	  4.737	 -0.002	  0.692	 -1.914	  0.478	 -0.015	  0.381	 -1.053	  0.566
 20.950	  0.014	  0.239	 -0.715	  0.591	  4.150	  0.364	  2.783	  4.932	  0.017	  0.480	 -2.148	  0.239	  0.006	  0.345	 -1.290	  0.748
 21.000	 -0.006	  0.235	 -1.042	  0.618	  4.129	  0.312	  3.166	  4.682	 -0.006	  0.084	 -1.190	  0.000	 -0.017	  0.295	 -0.929	  0.508
 21.050	 -0.004	  0.187	 -0.578	  0.356	  4.127	  0.408	  3.548	  5.060	 -0.000	  0.512	 -0.238	  2.138	 -0.022	  0.387	 -0.571	  0.863
 21.100	  0.006	  0.171	 -0.477	  0.524	  4.148	  0.452	  3.302	  4.994	 -0.006	  0.661	 -0.474	  1.896	 -0.004	  0.428	 -0.807	  0.797
 21.150	  0.008	  0.196	 -0.662	  0.548	  4.158	  0.479	  3.058	  5.187	  0.018	  0.798	 -0.709	  1.655	  0.002	  0.454	 -1.041	  0.977
 21.200	  0.007	  0.202	 -1.130	  0.428	  4.156	  0.454	  2.815	  4.938	  0.002	  0.815	 -0.943	  1.415	 -0.003	  0.431	 -1.274	  0.739
 21.250	  0.010	  0.195	 -0.608	  0.731	  4.161	  0.479	  3.451	  5.569	  0.025	  0.821	 -1.176	  1.176	 -0.001	  0.454	 -0.675	  1.334
 21.300	  0.001	  0.220	 -0.653	  0.540	  4.143	  0.510	  3.208	  5.321	 -0.020	  0.820	 -1.408	  0.939	 -0.021	  0.483	 -0.908	  1.096
 21.350	 -0.004	  0.241	 -0.629	  0.558	  4.147	  0.504	  3.403	  5.075	 -0.019	  0.762	 -1.639	  0.703	 -0.020	  0.478	 -0.726	  0.859
 21.400	 -0.001	  0.268	 -0.537	  0.575	  4.166	  0.474	  3.342	  4.829	 -0.011	  0.659	 -1.869	  0.467	 -0.005	  0.450	 -0.787	  0.623
 21.450	  0.005	  0.273	 -0.654	  0.591	  4.160	  0.377	  3.101	  4.585	 -0.006	  0.502	 -2.098	  0.233	 -0.014	  0.358	 -1.018	  0.389
 21.500	  0.003	  0.223	 -1.116	  0.537	  4.167	  0.249	  3.115	  4.341	 -0.007	  0.104	 -2.326	  0.000	 -0.010	  0.236	 -1.008	  0.155
 21.550	  0.006	  0.173	 -0.340	  0.482	  4.182	  0.293	  3.667	  5.323	  0.008	  0.495	 -0.232	  2.088	  0.001	  0.278	 -0.487	  1.083
 21.600	  0.004	  0.159	 -0.323	  0.495	  4.170	  0.379	  3.858	  5.332	  0.001	  0.645	 -0.463	  1.852	 -0.013	  0.360	 -0.308	  1.089
 21.650	 -0.003	  0.152	 -0.376	  0.439	  4.177	  0.460	  3.619	  5.089	  0.015	  0.739	 -0.693	  1.617	 -0.009	  0.436	 -0.539	  0.855
 21.700	 -0.009	  0.167	 -0.361	  0.382	  4.166	  0.515	  3.380	  5.025	 -0.020	  0.799	 -0.922	  1.382	 -0.023	  0.488	 -0.768	  0.792
 21.750	  0.002	  0.205	 -0.617	  0.661	  4.199	  0.521	  3.142	  4.783	  0.014	  0.798	 -1.149	  1.149	  0.006	  0.494	 -0.996	  0.560
 21.800	  0.000	  0.243	 -0.804	  0.468	  4.176	  0.515	  2.906	  4.971	 -0.023	  0.796	 -1.376	  0.917	 -0.019	  0.488	 -1.223	  0.735
 21.850	 -0.003	  0.262	 -0.991	  0.542	  4.172	  0.463	  2.670	  4.730	 -0.002	  0.740	 -1.602	  0.686	 -0.026	  0.439	 -1.449	  0.504
 21.900	 -0.006	  0.254	 -1.177	  0.416	  4.183	  0.368	  2.436	  4.491	 -0.023	  0.635	 -1.826	  0.457	 -0.018	  0.349	 -1.674	  0.275
 21.950	  0.015	  0.221	 -0.768	  0.553	  4.195	  0.297	  3.052	  5.103	  0.010	  0.481	 -2.050	  0.228	 -0.009	  0.282	 -1.093	  0.852
 22.000	  0.004	  0.180	 -0.561	  0.491	  4.197	  0.243	  3.417	  4.864	 -0.006	  0.080	 -1.136	  0.000	 -0.010	  0.230	 -0.749	  0.622
 22.050	  0.003	  0.159	 -0.422	  0.363	  4.184	  0.370	  3.780	  5.822	 -0.003	  0.468	 -0.227	  2.041	 -0.025	  0.350	 -0.407	  1.528
 22.100	 -0.004	  0.166	 -0.416	  0.431	  4.193	  0.426	  3.546	  5.583	 -0.025	  0.623	 -0.452	  1.810	 -0.019	  0.404	 -0.633	  1.298
 22.150	 -0.001	  0.165	 -0.411	  0.562	  4.191	  0.474	  3.312	  5.344	 -0.016	  0.718	 -0.677	  1.580	 -0.024	  0.449	 -0.857	  1.070
 22.200	 -0.014	  0.179	 -0.407	  0.562	  4.178	  0.459	  3.499	  5.107	 -0.051	  0.753	 -0.901	  1.351	 -0.039	  0.435	 -0.682	  0.842
 22.250	  0.007	  0.216	 -0.597	  0.625	  4.232	  0.450	  3.267	  4.871	  0.025	  0.801	 -1.124	  1.124	  0.010	  0.427	 -0.905	  0.615
 22.300	  0.005	  0.232	 -0.530	  0.494	  4.218	  0.445	  3.453	  5.054	  0.015	  0.801	 -1.345	  0.897	 -0.007	  0.422	 -0.731	  0.786
 22.350	  0.013	  0.231	 -0.465	  0.491	  4.223	  0.457	  3.222	  4.819	  0.021	  0.745	 -1.566	  0.671	 -0.004	  0.433	 -0.953	  0.561
 22.400	  0.007	  0.223	 -0.592	  0.423	  4.240	  0.424	  2.991	  5.001	  0.009	  0.626	 -1.786	  0.446	  0.009	  0.402	 -1.174	  0.731
 22.450	  0.008	  0.223	 -0.844	  0.419	  4.230	  0.371	  2.762	  4.767	  0.027	  0.447	 -2.004	  0.223	 -0.003	  0.352	 -1.395	  0.506
 22.500	  0.009	  0.208	 -0.907	  0.413	  4.231	  0.286	  2.533	  4.534	 -0.008	  0.105	 -2.222	  0.000	 -0.004	  0.272	 -1.614	  0.283
 22.550	  0.003	  0.198	 -0.720	  0.406	  4.214	  0.345	  3.476	  4.887	 -0.013	  0.461	 -0.222	  1.996	 -0.023	  0.327	 -0.723	  0.615
 22.600	  0.002	  0.154	 -0.536	  0.461	  4.228	  0.357	  3.247	  5.238	 -0.010	  0.632	 -0.442	  1.770	 -0.013	  0.339	 -0.943	  0.946
 22.650	  0.003	  0.130	 -0.354	  0.390	  4.232	  0.381	  3.842	  5.418	  0.013	  0.698	 -0.662	  1.545	 -0.012	  0.361	 -0.381	  1.113
 22.700	 -0.008	  0.157	 -0.422	  0.566	  4.227	  0.429	  3.613	  5.596	 -0.010	  0.742	 -0.881	  1.322	 -0.019	  0.407	 -0.600	  1.280
 22.750	  0.004	  0.203	 -0.552	  0.740	  4.245	  0.495	  3.385	  5.364	  0.005	  0.777	 -1.099	  1.099	 -0.004	  0.469	 -0.819	  1.057
 22.800	  0.005	  0.210	 -0.498	  0.911	  4.244	  0.480	  3.568	  5.133	  0.032	  0.725	 -1.316	  0.877	 -0.007	  0.455	 -0.649	  0.835
 22.850	 -0.009	  0.234	 -0.384	  0.592	  4.225	  0.470	  3.510	  4.903	 -0.028	  0.701	 -1.532	  0.656	 -0.028	  0.445	 -0.706	  0.615
 22.900	 -0.001	  0.247	 -0.576	  0.578	  4.239	  0.413	  3.284	  4.674	 -0.007	  0.621	 -1.747	  0.437	 -0.018	  0.391	 -0.923	  0.395
 22.950	 -0.003	  0.234	 -0.525	  0.442	  4.251	  0.309	  3.059	  4.446	 -0.000	  0.468	 -1.961	  0.218	 -0.009	  0.293	 -1.139	  0.176
 23.000	 -0.008	  0.197	 -0.476	  0.427	  4.251	  0.135	  3.646	  5.030	 -0.011	  0.108	 -1.087	  0.000	 -0.011	  0.128	 -0.585	  0.727
 23.050	  0.007	  0.127	 -0.368	  0.351	  4.237	  0.300	  3.993	  5.374	 -0.040	  0.424	 -0.217	  1.952	 -0.026	  0.284	 -0.258	  1.051
 23.100	 -0.002	  0.118	 -0.321	  0.514	  4.261	  0.417	  3.768	  5.146	  0.003	  0.603	 -0.433	  1.732	 -0.007	  0.396	 -0.474	  0.832
 23.150	  0.006	  0.153	 -0.276	  0.377	  4.265	  0.474	  3.544	  5.085	 -0.009	  0.688	 -0.648	  1.512	 -0.005	  0.450	 -0.689	  0.773
 23.200	  0.009	  0.187	 -0.351	  0.536	  4.281	  0.467	  3.320	  4.859	  0.004	  0.740	 -0.862	  1.293	  0.007	  0.443	 -0.903	  0.555
 23.250	 -0.004	  0.207	 -0.484	  0.340	  4.272	  0.459	  3.098	  5.034	 -0.014	  0.758	 -1.075	  1.075	 -0.004	  0.435	 -1.116	  0.719
 23.300	 -0.004	  0.214	 -0.618	  0.437	  4.260	  0.435	  2.877	  4.809	 -0.020	  0.742	 -1.288	  0.858	 -0.017	  0.412	 -1.328	  0.503
 23.350	 -0.001	  0.214	 -0.810	  0.358	  4.264	  0.377	  3.455	  4.984	 -0.014	  0.697	 -1.499	  0.642	 -0.016	  0.358	 -0.783	  0.667
 23.400	  0.003	  0.225	 -0.826	  0.685	  4.265	  0.390	  3.633	  5.158	 -0.025	  0.614	 -1.709	  0.427	 -0.017	  0.370	 -0.617	  0.829
 23.450	  0.000	  0.212	 -0.843	  0.777	  4.278	  0.349	  3.576	  4.934	  0.001	  0.469	 -1.919	  0.213	 -0.008	  0.331	 -0.673	  0.614
 23.500	  0.005	  0.180	 -1.092	  0.522	  4.264	  0.276	  3.588	  4.711	 -0.005	  0.089	 -2.128	  0.000	 -0.023	  0.261	 -0.664	  0.400
 23.550	  0.003	  0.157	 -0.364	  0.612	  4.278	  0.360	  3.696	  5.608	 -0.017	  0.438	 -0.212	  1.911	 -0.012	  0.341	 -0.564	  1.249
 23.600	 -0.002	  0.159	 -0.442	  0.586	  4.266	  0.401	  3.477	  5.384	 -0.017	  0.591	 -0.424	  1.695	 -0.026	  0.380	 -0.774	  1.034
 23.650	 -0.007	  0.163	 -0.521	  0.617	  4.297	  0.393	  3.652	  5.161	  0.004	  0.658	 -0.634	  1.480	  0.001	  0.372	 -0.610	  0.820
 23.700	 -0.008	  0.156	 -0.317	  0.476	  4.276	  0.390	  3.827	  4.940	 -0.027	  0.723	 -0.844	  1.266	 -0.021	  0.370	 -0.447	  0.608
 23.750	 -0.007	  0.164	 -0.398	  0.674	  4.258	  0.444	  3.608	  5.111	 -0.073	  0.731	 -1.053	  1.053	 -0.041	  0.421	 -0.657	  0.768
 23.800	 -0.013	  0.187	 -0.479	  0.476	  4.274	  0.442	  3.391	  4.890	 -0.051	  0.691	 -1.261	  0.840	 -0.028	  0.419	 -0.865	  0.556
 23.850	 -0.002	  0.226	 -0.616	  0.391	  4.295	  0.440	  3.174	  5.061	 -0.004	  0.674	 -1.468	  0.629	 -0.010	  0.417	 -1.073	  0.716
 23.900	  0.004	  0.225	 -0.530	  0.417	  4.314	  0.397	  2.958	  4.842	  0.033	  0.566	 -1.674	  0.418	  0.005	  0.377	 -1.280	  0.506
 23.950	 -0.004	  0.211	 -0.723	  0.443	  4.296	  0.329	  2.743	  4.623	 -0.016	  0.449	 -1.879	  0.209	 -0.014	  0.312	 -1.486	  0.296
 24.000	 -0.000	  0.195	 -1.026	  0.356	  4.301	  0.188	  3.628	  4.405	 -0.007	  0.087	 -1.042	  0.000	 -0.012	  0.178	 -0.650	  0.087
 24.050	  0.003	  0.135	 -0.556	  0.269	  4.295	  0.230	  3.800	  5.672	 -0.022	  0.415	 -0.208	  1.871	 -0.020	  0.218	 -0.489	  1.286
 24.100	 -0.004	  0.133	 -0.365	  0.402	  4.307	  0.386	  3.971	  5.839	 -0.004	  0.603	 -0.415	  1.660	 -0.010	  0.366	 -0.329	  1.442
 24.150	  0.001	  0.124	 -0.286	  0.641	  4.326	  0.448	  3.756	  5.620	  0.003	  0.685	 -0.621	  1.449	  0.005	  0.425	 -0.535	  1.232
 24.200	 -0.014	  0.133	 -0.263	  0.824	  4.271	  0.444	  3.542	  5.402	 -0.064	  0.702	 -0.826	  1.240	 -0.050	  0.421	 -0.740	  1.023
 24.250	 -0.008	  0.176	 -0.403	  0.733	  4.308	  0.460	  3.713	  5.185	 -0.024	  0.730	 -1.031	  1.031	 -0.016	  0.436	 -0.581	  0.815
 24.300	  0.002	  0.217	 -0.382	  0.643	  4.307	  0.456	  3.499	  4.968	 -0.017	  0.723	 -1.235	  0.823	 -0.020	  0.432	 -0.785	  0.607
 24.350	  0.006	  0.233	 -0.576	  0.606	  4.315	  0.399	  3.446	  4.753	 -0.016	  0.679	 -1.437	  0.616	 -0.014	  0.378	 -0.839	  0.401
 24.400	  0.014	  0.198	 -0.448	  0.568	  4.344	  0.303	  3.457	  4.920	  0.033	  0.573	 -1.639	  0.410	  0.011	  0.287	 -0.830	  0.557
 24.450	 -0.005	  0.189	 -0.429	  0.370	  4.315	  0.305	  3.246	  5.087	 -0.020	  0.455	 -1.840	  0.204	 -0.019	  0.289	 -1.032	  0.713
 24.500	  0.013	  0.171	 -0.464	  0.385	  4.328	  0.248	  3.573	  4.872	 -0.002	  0.046	 -1.020	  0.000	 -0.008	  0.235	 -0.724	  0.508
 24.550	  0.005	  0.144	 -0.288	  0.293	  4.318	  0.344	  3.899	  5.196	 -0.003	  0.437	 -0.204	  1.833	 -0.020	  0.326	 -0.417	  0.812
 24.600	 -0.005	  0.140	 -0.324	  0.465	  4.327	  0.415	  3.688	  4.982	  0.003	  0.561	 -0.407	  1.626	 -0.014	  0.393	 -0.620	  0.607
 24.650	  0.008	  0.155	 -0.414	  0.477	  4.337	  0.429	  3.478	  4.926	 -0.022	  0.629	 -0.609	  1.420	 -0.006	  0.407	 -0.821	  0.552
 24.700	  0.001	  0.163	 -0.399	  0.383	  4.333	  0.424	  3.268	  5.091	 -0.017	  0.688	 -0.810	  1.215	 -0.013	  0.402	 -1.022	  0.706
 24.750	  0.011	  0.179	 -0.490	  0.342	  4.344	  0.386	  3.060	  4.879	  0.008	  0.712	 -1.010	  1.010	 -0.004	  0.366	 -1.222	  0.502
 24.800	  0.000	  0.190	 -0.425	  0.403	  4.335	  0.421	  3.604	  5.419	 -0.022	  0.699	 -1.210	  0.806	 -0.015	  0.399	 -0.708	  1.013
 24.850	  0.003	  0.184	 -0.413	  0.361	  4.346	  0.413	  3.771	  5.207	  0.020	  0.658	 -1.408	  0.604	 -0.007	  0.392	 -0.552	  0.809
 24.900	 -0.008	  0.200	 -0.504	  0.574	  4.327	  0.396	  3.717	  4.996	 -0.019	  0.587	 -1.606	  0.402	 -0.027	  0.376	 -0.605	  0.607
 24.950	  0.004	  0.207	 -0.749	  0.632	  4.346	  0.344	  3.509	  4.785	 -0.009	  0.432	 -1.804	  0.200	 -0.011	  0.326	 -0.804	  0.405
 25.000	 -0.000	  0.186	 -0.636	  0.586	  4.338	  0.254	  3.302	  4.576	 -0.005	  0.071	 -1.000	  0.000	 -0.021	  0.241	 -1.003	  0.205
 25.050	 -0.008	  0.147	 -0.373	  0.438	  4.351	  0.306	  3.623	  5.420	  0.015	  0.434	 -0.200	  1.796	 -0.011	  0.290	 -0.701	  1.003
 25.100	 -0.000	  0.122	 -0.467	  0.544	  4.358	  0.303	  3.788	  5.210	  0.002	  0.561	 -0.398	  1.594	 -0.006	  0.287	 -0.547	  0.801
 25.150	  0.003	  0.115	 -0.258	  0.497	  4.369	  0.378	  3.952	  5.218	  0.007	  0.642	 -0.596	  1.392	  0.002	  0.359	 -0.393	  0.807
 25.200	 -0.001	  0.142	 -0.303	  0.499	  4.358	  0.438	  3.746	  5.162	 -0.010	  0.695	 -0.794	  1.190	 -0.010	  0.415	 -0.591	  0.752
 25.250	  0.002	  0.164	 -0.447	  0.401	  4.359	  0.448	  3.540	  4.954	 -0.003	  0.705	 -0.990	  0.990	 -0.011	  0.425	 -0.788	  0.553
 25.300	 -0.002	  0.182	 -0.642	  0.303	  4.364	  0.452	  3.336	  5.115	 -0.023	  0.685	 -1.186	  0.791	 -0.009	  0.428	 -0.984	  0.703
 25.350	 -0.005	  0.202	 -0.538	  0.354	  4.362	  0.416	  3.132	  4.908	 -0.002	  0.645	 -1.381	  0.592	 -0.013	  0.394	 -1.179	  0.505
 25.400	  0.001	  0.209	 -0.584	  0.403	  4.372	  0.365	  2.929	  4.701	  0.006	  0.558	 -1.575	  0.394	 -0.005	  0.346	 -1.373	  0.307
 25.450	  0.004	  0.203	 -0.532	  0.402	  4.377	  0.249	  2.727	  4.495	 -0.001	  0.425	 -1.768	  0.196	 -0.003	  0.236	 -1.567	  0.110
 25.500	 -0.001	  0.148	 -0.481	  0.302	  4.359	  0.162	  3.773	  5.022	 -0.012	  0.107	 -0.980	  0.000	 -0.022	  0.154	 -0.577	  0.607
 25.550	  0.005	  0.109	 -0.285	  0.300	  4.371	  0.301	  4.086	  5.848	  0.011	  0.414	 -0.196	  1.761	 -0.012	  0.285	 -0.282	  1.388
 25.600	  0.003	  0.123	 -0.285	  0.395	  4.375	  0.362	  3.883	  5.642	 -0.015	  0.536	 -0.391	  1.562	 -0.010	  0.343	 -0.477	  1.190
 25.650	 -0.005	  0.141	 -0.287	  0.487	  4.365	  0.397	  3.681	  5.436	 -0.033	  0.615	 -0.585	  1.365	 -0.022	  0.376	 -0.671	  0.993
 25.700	 -0.002	  0.159	 -0.337	  0.482	  4.367	  0.402	  3.842	  5.230	 -0.029	  0.645	 -0.778	  1.167	 -0.022	  0.381	 -0.520	  0.796
 25.750	 -0.002	  0.162	 -0.436	  0.525	  4.377	  0.401	  3.640	  5.026	 -0.012	  0.676	 -0.971	  0.971	 -0.015	  0.380	 -0.713	  0.601
